-492.65,-178.13,67.48,105
-492.2,-177.64,67.2,106
-491.99,-175.92,80.54,105
-491.72,-176.02,80.64,104
-491.51,-175.29,60.76,8190
-491.47,-173.95,60.23,108
-490.95,-173.85,45.55,8190
-490.58,-173.75,45.55,120
-490.62,-173.71,36.71,107
-490.33,-173.89,36.59,100
-489.91,-174.36,44.99,101
-489.67,-174.29,44.96,101
-489.4,-174.09,59.22,102
-488.97,-173.9,59.16,105
-489.02,-173.83,70.54,105
-488.95,-173.55,70.36,108
-488.9,-173.53,81.16,108
-488.71,-173.09,80.81,107
-488.79,-171.27,90.39,106
-488.62,-171.35,90.46,104
-488.55,-170.45,93.16,104
-488.54,-170.43,93.15,104
-488.82,-169.69,97.93,121
-488.71,-168.72,97.36,187
-488.97,-168.92,113.1,141
-489.32,-168.12,112.8,106
-489.17,-167.81,97.73,108
-489.93,-167.62,97.59,107
-490.24,-166.94,74.93,143
-490.27,-166.84,74.86,190
-489.9,-166.97,95.17,170
-490.14,-166.42,94.99,179
-489.48,-166.32,88.48,214
-489.04,-166.47,88.49,253
-489.15,-166.53,91.43,247
-489.47,-166.34,91.41,245
-488.92,-165.9,89,236
-489.24,-166.1,88.99,182
-489.6,-165.47,77.11,121
-489.64,-165.43,77.13,101
-488.55,-165.92,56.17,92
-488.76,-165.27,56.56,77
-486.93,-164.83,46.71,92
-485.93,-165.75,46.16,103
-485.85,-165.68,53.06,114
-486.3,-165.18,53.04,112
-485.62,-166.35,65.98,113
-486.08,-166.57,66.1,117
-487.07,-165.63,69.27,116
-487.15,-165.7,69.31,116
-485.41,-166.83,62.87,112
-485.95,-165.98,62.59,103
-481.59,-165.32,51.85,87
-480.16,-167.45,51.68,88
-480.13,-167.48,40.72,120
-480.49,-167.57,40.79,122
-479.48,-169.23,32.02,116
-478.88,-169.41,31.54,109
-479.95,-168.26,49.98,108
-479.86,-170.98,48.79,140
-476.93,-170.44,75.32,208
-478.1,-167.73,75.25,220
-477.86,-167.77,102.39,213
-475.79,-166.01,102.6,219
-482.34,-155.59,106.94,222
-473.95,-155.31,110.05,182
-471.88,-154.82,129.67,170
-471.77,-154.8,129.77,186
-478.14,-144.85,127.49,197
-478.75,-147.64,127.69,8190
-446.27,-143.74,199.44,147
-446.93,-139.41,213.31,119
-447.16,-139.36,162.89,101
-444.9,-133.41,278.56,99
-448.82,-127.88,14.54,94
-456.98,-128.35,26.23,88
-456.49,-128.04,29.19,93
-456.7,-128.15,29.62,102
-459.61,-120.47,348.38,119
-459.37,-120.47,348.19,8190
-458.34,-118.98,278.5,99
-458.32,-119.04,278.4,100
-458.79,-113.78,298.32,101
-458.74,-113.64,298.43,100
-457.43,-111.24,13.69,92
-457.54,-111.06,13.49,90
-457.01,-107.89,33.07,89
-457.35,-107.75,33.08,90
-456.13,-106.34,32.55,91
-456.69,-105.95,32.57,93
-454.45,-107.09,20.55,90
-454.34,-106.96,20.31,85
-451.61,-108.77,353.65,85
-451.24,-108.73,352.96,92
-448.43,-109.89,330.76,94
-448.34,-110.02,330.72,89
-445.39,-110.26,34.08,92
-445.42,-110.17,34.06,90
-442.62,-110.7,12.14,87
-442.55,-110.79,12.17,87
-439.71,-110.8,352.86,86
-439.46,-110.91,352.77,89
-436.75,-111,27.93,94
-436.54,-111,27.76,90
-434.21,-110.98,16.75,82
-434.28,-110.93,16.76,84
-431.65,-111.01,3.71,94
-431.53,-111.06,3.68,100
-428.95,-111.3,18.59,100
-428.7,-111.29,18.34,93
-426.23,-111.33,17.85,96
-425.92,-111.38,17.59,94
-423.84,-111.9,15.18,97
-423.7,-112.08,15.11,107
-420.27,-112.61,36.45,115
-420.37,-112.41,36.7,113
-416.82,-115.36,51.21,110
-417.19,-115.3,51.39,113
-413.61,-120.05,50.44,108
-413.93,-120.24,50.42,104
-410,-124.44,39.23,102
-410.75,-124.73,39.49,101
-405.83,-129.01,26.06,101
-406.69,-128.9,26.75,101
-400.82,-134.81,23.74,102
-395.87,-150.36,17.9,103
-391.47,-151.69,14.36,101
-387.79,-159.47,9.76,102
-387.78,-159.48,9.95,101
-383.89,-164.59,5.31,100
-380.87,-173.22,0.17,101
-378.28,-173.18,357.76,101
-376.03,-175.35,354.27,102
-376.03,-175.36,354.26,104
-373.66,-176.64,352.53,101
-371.88,-178.5,350.37,103
-370.35,-178.43,349.45,104
-369.02,-178.86,348.18,103
-367.83,-179.43,346.94,104
-366.79,-179.45,346.07,102
-365.88,-179.49,344.51,103
-365.87,-179.5,344.5,102
-364.92,-179.56,343.96,101
-364.22,-179.62,343.38,102
-363.62,-179.63,343.39,104
-363.1,-179.63,342.99,102
-362.64,-179.57,341.05,103
-362.23,-179.58,340.74,103
-361.87,-179.6,340.18,103
-361.86,-179.61,340.16,104
-361.51,-179.61,339.85,105
-361.24,-179.6,339.66,105
-360.96,-179.64,338.3,106
-360.71,-179.59,338.13,8190
-360.64,-179.28,335.74,104
-360.59,-179.31,335.69,105
-360.65,-179.21,334.14,105
-360.65,-179.21,334.14,104
-360.61,-179.2,334.29,104
-360.58,-179.17,334.28,101
-360.99,-179.16,334.33,103
-361.35,-179.23,334.56,103
-361.45,-178.34,343.14,100
-361.54,-178.39,343.2,106
-361.44,-177.71,346.08,121
-361.01,-177.76,345.58,132
-361.96,-177.67,167.5,139
-362.58,-177.52,167.8,138
-364.42,-177.63,186.66,131
-366.04,-177.04,188.87,116
-367.86,-176.73,163.57,116
-369.5,-176.48,168.62,114
-371.25,-175.81,220.68,108
-371.16,-175.84,220.53,106
-373.1,-174.44,156.99,106
-374.59,-172.52,190.09,104
-376.2,-172.51,69.93,106
-377.67,-172.32,68.9,114
-379.03,-172.03,127.94,107
-380.28,-172.05,129.84,105
-381.31,-172.43,120.49,99
-381.12,-172.39,120.36,95
-382.68,-172.31,81.92,91
-383.94,-172.06,81.87,90
-384.8,-172.03,80.63,94
-385.6,-172.15,80.57,95
-386.39,-173.68,92.51,100
-387.13,-173.69,92.52,100
-387.74,-174.5,105.95,8190
-387.64,-174.56,105.83,100
-388.45,-173.5,111.35,99
-389.11,-171.91,115.23,102
-388.98,-171.73,233.82,103
-388.86,-171.84,233.88,102
-389.3,-171.14,25.62,100
-389.72,-170.91,22.26,90
-390.16,-169.82,14.49,102
-390.12,-169.8,14.52,99
-390.77,-169,69.81,105
-391.31,-167.72,72.47,108
-391.88,-167.55,151.5,110
-392.42,-168.34,152.07,111
-392.27,-168.32,206.69,110
-392.64,-170.76,208.15,111
-393.03,-178.1,5.14,107
-393.4,-177.52,5.32,101
-393.74,-178.63,116.1,97
-394.06,-180.13,111.16,100
-394.38,-179.92,46.02,8190
-394.68,-178.23,49.16,113
-394.64,-178.23,89.63,106
-394.84,-176.78,95.96,106
-394.92,-177.18,351.78,104
-394.99,-177.12,351.72,102
-394.9,-180.13,356.66,99
-394.82,-185.25,354.02,99
-394.85,-185.62,339.04,96
-394.87,-186.74,338.93,94
-394.88,-186.79,338.47,93
-394.78,-185.49,338.67,94
-394.72,-180.38,250.11,93
-394.67,-180.6,250.38,92
-394.57,-179,243.92,98
-394.48,-176.46,241.98,99
-394.55,-176.29,319.5,94
-394.62,-176.71,319.59,94
-394.5,-176.65,327.24,95
-394.31,-178.71,327.63,94
-394.27,-185.02,321.69,97
-394.25,-184.6,321.62,94
-394.3,-185.34,17.75,92
-394.35,-186.43,16.96,88
-394.43,-186.43,121.43,92
-394.5,-184.85,127.53,94
-394.5,-184.99,86.66,97
-394.63,-182.56,97.73,96
-394.72,-181.39,323.95,94
-394.8,-181.35,323.9,98
-394.81,-182.96,356.41,105
-394.82,-185.55,355.07,101
-394.88,-185.91,5.49,96
-394.94,-186.11,5.36,94
-394.89,-186.29,169.52,94
-395.11,-186.68,169.32,97
-395.32,-187.63,174.39,97
-395.51,-187.88,174.22,96
-395.71,-188.07,178.34,95
-395.91,-187.85,178.42,94
-395.98,-187.77,179.71,89
-396.04,-186.26,180.54,84
-396,-186.21,173.74,85
-396.65,-184.41,174.49,111
-396.77,-180.01,173.13,119
-396.87,-180.42,172.88,104
-397.13,-178.18,174.08,99
-397.4,-173.79,176.66,115
-397.71,-173.79,187.79,130
-398.02,-172.18,188.82,148
-398.12,-172.79,197.63,160
-398.73,-174.56,196.07,201
-398.88,-179.52,192.68,239
-399.03,-178.9,193.01,8190
-399.05,-180.81,183.24,118
-399.08,-184.96,180.67,99
-399.11,-184.95,173.02,104
-399.15,-184.55,173.24,103
-399.34,-184.65,174.17,91
-399.82,-183.12,175.03,110
-400.29,-180.73,184.02,134
-400.73,-181.03,183.67,152
-400.71,-181.37,190.06,163
-400.7,-182,189.65,142
-401.04,-181.97,193.59,111
-401.39,-182.37,192.89,132
-401.7,-182.62,173.13,126
-402.59,-183.37,171.98,119
-403.29,-181.48,169.7,118
-403.95,-181.8,169.03,138
-404.77,-180.35,176.85,127
-405.56,-177.58,178.56,107
-405.77,-177.45,182.32,101
-405.97,-177.08,182.53,8190
-406.73,-177,182.18,102
-403.7,-177.14,183.5,102
-399.4,-177.44,187.9,102
-395.49,-177.42,189.95,105
-391.79,-177.91,191.61,102
-388.37,-178.75,192.84,103
-385.22,-178.81,194.34,102
-382.37,-179.11,195.55,100
-382.36,-179.12,195.78,101
-379.25,-179.26,197.15,101
-376.89,-179.52,198.03,101
-374.86,-179.52,198.9,102
-373.09,-179.57,199.43,103
-371.52,-179.62,200.05,102
-370.14,-179.63,200.67,104
-368.91,-179.67,201.13,104
-368.91,-179.68,201.11,102
-367.61,-179.7,201.59,8190
-366.64,-179.66,202.17,102
-365.82,-179.68,202.46,103
-365.11,-179.71,202.44,101
-364.49,-179.74,202.65,8190
-363.93,-179.74,202.8,103
-363.44,-179.7,202.98,103
-363.44,-179.72,203.16,104
-362.93,-179.7,203.34,102
-362.55,-179.7,203.44,103
-362.22,-179.72,203.55,102
-361.95,-179.68,203.64,103
-361.72,-179.62,203.73,104
-361.5,-179.63,203.65,101
-361.3,-179.62,203.71,102
-361.3,-179.63,203.75,100
-361.11,-179.67,203.8,102
-360.97,-179.57,204.03,101
-360.85,-179.59,204.07,100
-360.74,-179.6,203.93,101
-360.65,-179.59,203.96,101
-360.58,-179.61,203.92,101
-360.52,-179.64,203.94,102
-360.51,-179.65,203.89,102
-360.43,-179.68,203.91,102
-360.37,-179.67,204.17,102
-360.32,-179.69,204.19,102
-360.3,-179.72,204.35,102
-360.28,-179.75,204.35,101
-360.25,-179.76,204.28,103
-360.22,-179.75,204.29,102
-360.21,-179.77,204.32,102
-360.19,-179.72,204.33,104
-360.16,-179.72,204.45,103
-360.15,-179.73,204.46,102
-360.12,-179.74,204.3,103
-360.1,-179.73,204.3,103
-360.09,-179.75,204.15,103
-360.08,-179.73,204.16,102
-360.08,-179.75,204.53,104
-360.08,-179.8,204.52,105
-360.08,-179.67,204.61,105
-360.08,-179.69,204.61,103
-360.04,-179.65,207.06,103
-360,-179.6,207.08,102
-359.96,-179.62,210.08,103
-359.93,-179.88,210.05,103
-359.92,-179.89,210.02,101
-359.96,-179.79,210.02,102
-359.97,-179.71,210.01,101
-359.97,-179.72,210.01,102
-359.98,-179.69,210.03,101
-359.99,-179.63,210.04,101
-359.99,-179.64,210.05,102
-359.99,-179.61,210.05,101
-359.98,-179.62,210.03,102
-359.99,-179.64,210.02,102
